,05/01/2020,12/01/2020,19/01/2020,26/01/2020,02/02/2020,09/02/2020,16/02/2020,23/02/2020,01/03/2020,08/03/2020,15/03/2020,22/03/2020,29/03/2020,05/04/2020,12/04/2020,19/04/2020,26/04/2020,03/05/2020,10/05/2020,17/05/2020,24/05/2020,31/05/2020,07/06/2020,14/06/2020,21/06/2020,28/06/2020,05/07/2020,12/07/2020,19/07/2020,26/07/2020,02/08/2020,09/08/2020,16/08/2020,23/08/2020,30/08/2020,06/09/2020,13/09/2020,20/09/2020,27/09/2020,04/10/2020,11/10/2020,18/10/2020,25/10/2020,01/11/2020,08/11/2020,15/11/2020,22/11/2020,29/11/2020,06/12/2020,13/12/2020,20/12/2020,27/12/2020,03/01/2021,10/01/2021,17/01/2021,24/01/2021,31/01/2021,07/02/2021,14/02/2021,21/02/2021,28/02/2021,07/03/2021,14/03/2021,21/03/2021,28/03/2021,04/04/2021,11/04/2021,18/04/2021,25/04/2021,02/05/2021,09/05/2021,16/05/2021,23/05/2021,30/05/2021,06/06/2021,13/06/2021,20/06/2021,27/06/2021,04/07/2021,11/07/2021,18/07/2021,25/07/2021,01/08/2021,08/08/2021,15/08/2021,22/08/2021,29/08/2021,05/09/2021,12/09/2021,19/09/2021,26/09/2021,03/10/2021,10/10/2021,17/10/2021,24/10/2021,31/10/2021,07/11/2021,14/11/2021,21/11/2021,28/11/2021,05/12/2021,12/12/2021,19/12/2021,26/12/2021,02/01/2022,09/01/2022,16/01/2022,23/01/2022,30/01/2022
ES513,0,0,0,0,0,0,0,0,0,0,0,2,15,25,18,10,17,10,2,2,5,2,0,0,1,1,1,4,3,14,11,12,8,5,7,7,3,4,7,4,7,6,16,11,21,16,20,25,34,35,23,11,11,10,22,21,27,18,12,15,7,5,6,10,5,14,8,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
ES514,0,0,0,0,0,0,0,0,0,0,0,7,38,52,74,70,35,20,16,8,9,4,1,1,1,0,0,0,0,4,1,2,1,6,2,6,9,6,8,6,19,18,32,39,40,43,33,29,25,23,16,32,32,46,54,55,74,48,29,17,9,6,7,7,6,5,4,6,4,5,8,2,3,5,3,1,0,2,0,2,2,7,14,18,14,6,8,7,5,3,4,1,1,0,1,,,,,,,,,,,,,,
ES521,0,0,0,0,0,0,0,0,0,0,8,49,94,146,67,52,25,21,13,11,7,3,0,0,1,2,0,0,1,0,4,2,1,2,7,10,7,17,11,16,9,12,21,28,47,65,61,68,38,50,40,51,87,111,214,336,336,233,173,89,61,32,21,21,8,6,4,4,2,2,3,3,0,0,2,0,1,2,0,1,0,2,7,12,22,21,15,27,11,7,12,4,8,2,4,,,,,,,,,,,,,,
ES522,0,0,0,0,0,0,0,0,0,0,0,9,37,46,45,30,22,16,7,6,4,4,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,5,5,4,2,7,4,14,15,14,12,10,10,16,11,20,31,31,39,60,95,69,37,18,11,5,4,1,2,2,2,0,3,1,3,0,0,1,0,0,1,0,1,1,0,4,3,3,3,2,7,5,4,3,1,0,5,2,1,,,,,,,,,,,,,,
ES523,0,0,0,0,0,0,1,0,0,0,5,41,126,158,147,95,50,42,29,16,7,3,4,2,1,2,0,0,0,0,2,3,5,16,15,23,17,22,15,10,27,30,26,52,48,81,90,76,71,78,83,113,152,211,291,357,364,280,193,125,75,33,24,6,8,6,5,3,5,2,4,2,6,1,2,2,1,1,5,3,5,16,15,21,30,23,12,12,8,7,2,8,4,3,1,,,,,,,,,,,,,,
ES53,0,0,0,0,0,0,0,0,0,0,3,11,32,44,41,42,16,17,10,5,4,1,0,0,0,1,1,1,1,0,0,1,1,9,20,11,20,27,21,20,8,13,9,7,16,17,8,14,10,12,29,27,26,24,50,33,48,46,27,20,7,6,7,3,1,3,0,3,2,5,3,2,1,0,1,0,1,1,1,0,4,9,22,20,21,20,16,13,6,14,2,6,6,0,0,,,,,,,,,,,,,,
ES611,0,0,0,0,0,0,0,0,0,0,0,4,12,8,14,5,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,6,9,13,11,11,4,6,3,9,18,10,9,19,18,20,15,17,19,11,13,14,24,53,76,71,55,31,31,36,15,18,18,14,9,13,12,9,9,5,4,5,1,2,0,1,3,0,0,4,10,9,9,21,6,9,6,9,1,0,2,0,3,,,,,,,,,,,,,,
ES612,0,0,0,0,0,0,0,0,0,0,0,6,20,28,29,28,30,12,7,5,3,0,0,0,4,0,0,0,1,0,1,1,1,2,4,13,17,14,5,8,6,17,30,30,40,53,43,30,43,17,15,30,23,44,86,141,155,115,74,51,60,24,18,13,5,9,6,7,13,15,11,6,2,3,3,5,5,5,2,5,7,6,10,10,22,11,9,8,3,0,1,0,0,1,0,,,,,,,,,,,,,,
ES613,0,0,0,0,0,0,0,0,0,0,0,5,16,23,24,19,10,5,7,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,3,4,6,12,16,25,19,17,26,45,46,43,54,38,25,18,14,22,16,16,13,48,55,63,48,28,30,18,11,9,5,8,5,10,6,5,5,6,3,3,7,1,1,7,2,3,4,2,8,16,14,23,11,7,2,6,3,2,1,2,1,,,,,,,,,,,,,,
ES614,0,0,0,0,0,0,0,0,0,0,0,22,56,64,53,38,22,12,5,6,5,0,1,2,0,0,1,1,1,0,0,2,2,1,6,7,6,8,19,13,13,27,41,78,106,118,82,90,64,37,27,25,20,31,29,68,64,85,55,52,36,31,22,23,22,18,24,26,15,10,19,23,9,5,11,6,6,2,3,3,2,10,5,10,6,6,10,4,5,0,5,2,2,0,1,,,,,,,,,,,,,,
ES615,0,0,0,0,0,0,0,0,0,0,0,1,7,13,9,5,6,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,2,0,5,6,9,5,9,13,14,11,7,6,6,4,4,4,11,23,34,39,25,15,20,12,10,1,2,6,3,2,3,1,5,5,6,2,2,4,1,2,1,0,0,0,0,1,3,2,2,1,3,5,2,2,1,0,0,,,,,,,,,,,,,,
ES616,0,0,0,0,0,0,0,0,0,0,2,8,35,49,36,14,16,7,7,5,3,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,4,3,10,8,11,33,36,34,62,53,63,34,27,23,30,21,11,15,23,31,39,37,38,28,14,12,18,7,5,7,11,7,9,7,11,6,4,2,5,9,4,4,3,5,3,5,3,4,8,7,6,8,9,5,2,1,1,2,1,,,,,,,,,,,,,,
ES617,0,0,0,0,0,0,0,0,0,0,8,35,63,67,48,28,19,4,7,6,2,1,0,1,0,0,0,2,0,1,0,0,1,6,7,12,25,23,13,27,29,23,31,34,34,32,54,54,34,31,11,13,20,21,65,118,132,110,108,79,50,35,21,19,14,10,7,8,10,8,4,4,8,1,4,7,8,4,4,7,13,29,38,43,40,33,26,25,9,10,9,10,9,5,1,,,,,,,,,,,,,,
ES618,0,0,0,0,0,0,0,0,0,0,1,12,52,80,57,34,18,12,9,7,4,2,2,0,0,0,0,1,0,0,0,0,1,0,2,11,17,17,35,47,32,29,74,83,106,121,93,72,53,30,30,20,12,22,35,76,102,119,91,58,52,39,23,25,22,10,20,28,19,22,16,13,11,10,12,9,5,9,6,4,4,7,13,21,46,32,22,43,27,15,11,12,8,6,1,,,,,,,,,,,,,,
ES620,0,0,0,0,0,0,0,0,0,0,0,3,37,46,26,14,8,6,2,3,1,0,0,1,0,0,1,0,0,0,0,0,3,2,3,7,20,13,19,16,23,23,37,66,85,66,70,40,30,30,26,23,28,29,79,156,179,114,93,51,32,24,10,4,10,11,3,5,3,3,2,2,4,2,2,1,1,0,1,0,3,4,10,18,22,16,23,16,4,8,4,11,4,4,0,,,,,,,,,,,,,,
ES630,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,1,1,3,4,8,10,7,9,1,1,0,1,2,1,1,5,1,4,3,1,4,4,3,1,4,1,5,1,2,2,3,6,2,0,1,1,0,0,0,0,1,0,0,0,0,2,4,2,2,0,0,0,1,0,0,0,,,,,,,,,,,,,,
ES640,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,2,8,10,5,3,3,2,0,0,0,2,1,3,0,3,6,4,3,7,1,3,2,1,3,3,2,2,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,1,1,1,0,1,2,,,,,,,,,,,,,,
ES70,0,0,0,0,0,0,0,0,0,0,2,12,44,35,10,19,16,9,6,5,2,3,2,1,0,0,0,0,0,0,0,2,2,3,6,12,17,18,19,3,11,10,13,11,12,14,13,16,5,16,28,19,26,15,26,33,19,16,17,18,19,19,13,23,14,17,10,22,8,7,12,8,6,2,6,6,5,3,4,3,10,9,18,26,28,26,22,18,8,15,10,6,5,3,2,,,,,,,,,,,,,,
FR101,,,,,,,,,,,,26,197,356,319,281,173,127,86,35,52,28,10,25,10,6,9,10,4,6,3,9,7,6,5,10,11,19,19,35,22,43,56,80,98,101,91,80,60,45,32,39,42,57,52,50,64,67,88,64,83,101,67,106,110,103,106,130,120,123,90,82,44,44,33,23,30,14,15,8,4,11,15,19,15,17,20,19,21,22,19,13,10,6,12,13,15,3,14,16,17,,,,,,,,
FR102,,,,,,,,,,,,3,30,93,104,132,86,58,46,30,23,33,20,14,5,4,4,4,6,4,3,5,1,7,1,1,3,5,5,9,10,21,19,32,46,76,46,39,31,43,40,23,34,27,28,34,34,17,53,34,35,48,43,35,35,61,54,55,54,49,39,23,27,19,15,6,6,9,3,6,4,2,4,3,4,12,11,7,12,10,4,3,7,7,3,1,2,2,3,10,4,,,,,,,,
FR103,,,,,,,,,,,,9,55,106,93,66,67,31,16,16,13,17,8,7,4,4,1,3,3,3,1,1,5,8,2,5,1,11,7,6,4,17,25,31,54,87,52,47,27,55,43,36,31,39,32,32,26,44,44,38,37,40,26,29,39,34,34,39,55,35,38,35,13,15,6,13,6,5,9,3,2,3,3,6,8,8,5,8,9,5,6,3,5,4,2,2,5,5,3,9,12,,,,,,,,
FR104,,,,,,,,,,,,5,29,82,98,99,68,43,27,26,11,8,11,11,4,6,4,6,1,0,0,0,1,6,8,5,1,78,5,11,9,10,21,32,48,51,43,35,26,40,22,22,25,30,32,44,35,50,52,32,43,42,51,34,37,44,49,44,53,41,30,16,25,19,10,11,20,7,7,1,2,2,3,4,1,8,8,2,3,6,11,2,7,2,4,7,1,5,10,5,11,,,,,,,,
FR105,,,,,,,,,,,,17,89,183,212,163,131,88,52,40,21,24,27,11,8,6,4,1,3,4,5,3,3,4,9,6,4,11,11,8,24,16,34,39,43,51,53,42,30,29,33,23,35,43,33,50,55,54,55,58,53,45,79,54,62,60,78,45,74,61,45,27,29,24,11,9,7,2,2,8,4,4,6,6,3,8,6,9,11,11,6,6,7,11,9,8,4,5,13,12,12,,,,,,,,
FR106,,,,,,,,,,,,18,90,172,219,188,87,66,42,32,20,9,15,7,8,4,6,7,4,5,10,1,2,5,2,3,10,9,15,14,24,23,39,43,37,57,43,34,43,27,25,23,22,37,34,20,30,31,53,41,30,46,48,44,45,64,66,61,48,64,41,37,32,31,32,8,11,6,4,6,0,6,7,8,10,16,8,8,11,11,18,5,7,1,5,3,4,6,4,10,8,,,,,,,,
FR107,,,,,,,,,,,,12,82,203,239,191,140,77,53,48,33,53,26,16,11,6,1,4,4,4,3,7,1,9,3,8,9,6,10,12,21,22,46,42,74,64,64,60,57,46,41,29,30,32,32,35,43,60,54,55,48,53,47,66,55,71,74,84,86,44,57,30,28,23,15,5,10,4,5,1,4,1,1,3,6,13,9,13,4,10,13,4,8,7,5,1,4,6,5,8,6,,,,,,,,
FR108,,,,,,,,,,,,16,95,105,157,88,70,48,36,26,18,16,7,7,7,6,4,3,0,0,1,7,4,4,1,7,0,22,12,8,12,25,27,38,48,52,36,31,30,38,31,42,25,24,21,28,24,25,25,34,35,47,43,42,46,61,46,61,48,58,34,31,29,22,8,14,9,6,7,5,2,1,3,0,1,2,7,6,8,8,8,7,2,1,3,6,2,5,5,10,13,,,,,,,,
FRB01,,,,,,,,,,,,0,4,15,12,11,10,8,7,3,4,1,1,1,5,0,1,1,1,0,0,0,0,0,0,0,1,4,1,3,4,4,3,13,22,15,29,21,12,18,22,15,14,26,15,23,13,13,13,11,12,13,6,5,4,5,10,5,6,8,8,13,6,3,6,1,0,2,0,0,0,0,1,0,0,0,1,4,0,2,0,1,1,0,1,0,2,1,2,2,1,,,,,,,,
FRB02,,,,,,,,,,,,0,10,14,16,22,19,13,9,8,5,2,7,2,6,0,1,4,0,1,2,0,3,0,0,0,1,0,1,1,0,3,1,10,9,11,16,14,12,8,8,15,9,10,10,12,13,13,14,16,16,10,12,16,12,11,13,12,10,12,7,5,12,3,4,4,2,1,0,1,0,1,0,1,1,2,2,0,0,1,2,3,0,1,1,1,2,2,2,11,8,,,,,,,,
FRB03,,,,,,,,,,,,0,9,9,14,12,17,4,5,3,2,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,5,9,12,12,2,5,6,9,5,5,13,7,9,12,10,3,7,2,2,0,0,3,4,6,6,4,8,6,3,2,1,2,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,2,0,,,,,,,,
FRB04,,,,,,,,,,,,1,3,14,20,13,7,3,9,5,4,2,1,2,2,1,0,0,1,1,0,0,3,1,2,0,1,1,2,4,2,1,6,9,9,10,12,19,15,13,13,9,7,12,13,15,18,16,13,13,9,9,14,12,15,20,9,10,20,8,16,12,9,2,3,2,1,2,0,2,1,0,4,0,1,1,1,0,2,1,3,4,0,0,0,0,2,0,6,4,3,,,,,,,,
FRB05,,,,,,,,,,,,0,3,9,9,10,7,10,6,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,1,2,3,5,12,10,8,8,9,17,10,10,3,5,7,13,13,9,15,3,11,3,8,4,7,2,9,2,10,8,11,8,7,5,1,2,0,1,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,1,1,5,,,,,,,,
FRB06,,,,,,,,,,,,1,9,15,17,15,11,8,7,7,4,4,2,2,1,1,1,0,0,0,0,0,0,1,0,1,1,0,2,4,2,0,4,8,19,14,17,18,12,17,7,9,7,16,17,19,31,16,30,25,19,13,14,15,16,16,19,17,26,38,14,15,9,5,5,3,5,2,3,1,0,2,0,2,1,2,3,3,2,3,4,2,0,0,3,1,1,4,2,1,4,,,,,,,,
FRC11,,,,,,,,,,,,4,33,36,43,49,42,13,10,5,4,4,4,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,4,5,4,7,9,29,33,22,27,24,35,31,34,39,34,32,35,31,19,19,19,15,15,7,11,10,20,20,20,11,16,8,11,11,3,3,6,4,3,1,2,0,1,1,3,0,0,1,1,2,1,9,1,4,2,0,1,0,2,5,2,5,,,,,,,,
FRC12,,,,,,,,,,,,0,0,5,2,8,7,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,3,15,15,9,12,11,7,7,5,9,21,8,11,6,9,12,5,5,13,9,18,19,8,14,6,10,8,7,3,6,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,,,,,,,,
FRC13,,,,,,,,,,,,7,24,29,27,28,29,14,12,12,6,4,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,2,6,4,5,10,19,27,57,63,59,43,43,35,18,17,20,36,30,44,44,42,25,29,21,23,13,17,13,19,20,20,24,15,14,7,2,9,5,3,0,2,0,1,1,0,0,2,3,3,3,3,1,0,1,0,1,1,2,2,3,1,2,5,7,,,,,,,,
FRC14,,,,,,,,,,,,2,2,8,14,12,15,11,8,2,8,2,5,2,0,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,16,19,21,17,17,22,30,20,19,13,19,11,20,9,15,11,14,16,9,9,19,23,26,20,17,11,9,2,4,8,0,5,3,4,1,0,0,8,2,0,1,2,3,2,3,1,3,2,0,0,0,1,0,2,5,5,,,,,,,,
FRC21,,,,,,,,,,,,7,17,24,23,22,19,5,16,6,8,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4,21,15,11,19,28,17,21,10,20,10,16,16,22,10,16,6,8,6,10,10,14,6,10,12,9,9,8,8,6,3,4,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,2,6,,,,,,,,
FRC22,,,,,,,,,,,,0,1,13,13,10,6,3,6,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,12,12,28,20,17,13,13,20,25,35,16,20,19,27,24,20,8,7,6,8,8,5,5,5,6,8,9,6,5,5,2,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1,1,2,3,1,0,0,1,2,1,3,7,4,,,,,,,,
FRC23,,,,,,,,,,,,0,10,27,12,9,9,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,11,10,5,8,3,5,6,7,6,2,10,6,6,4,19,11,2,5,5,6,2,3,6,3,4,6,4,4,5,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1,0,1,0,2,3,0,0,,,,,,,,
FRC24,,,,,,,,,,,,14,37,35,25,19,13,8,13,4,2,5,2,6,2,1,1,12,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4,7,8,10,18,22,18,40,23,27,27,19,16,24,15,5,11,3,5,2,4,7,2,7,9,3,6,15,6,9,9,7,6,2,2,0,0,0,0,0,0,1,1,2,9,4,1,6,0,2,1,2,0,2,1,1,1,5,1,,,,,,,,
FRD11,,,,,,,,,,,,1,1,14,19,15,5,7,4,7,5,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,3,5,8,11,20,30,19,19,21,11,15,12,12,9,14,10,10,11,24,18,13,12,12,26,22,7,22,19,28,13,13,13,14,5,4,2,5,1,2,1,5,2,5,3,6,4,2,6,1,1,2,2,1,0,1,1,1,1,3,3,4,,,,,,,,
FRD12,,,,,,,,,,,,0,6,9,8,9,6,5,1,3,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,1,2,6,5,12,12,5,13,10,8,3,3,5,4,6,13,17,26,16,12,12,6,9,11,9,14,11,11,11,7,10,7,9,4,6,2,4,0,0,0,3,0,1,1,3,2,0,3,1,0,1,2,0,0,1,0,1,0,4,3,5,,,,,,,,
FRD13,,,,,,,,,,,,0,1,8,8,7,3,1,5,4,1,1,0,0,1,1,0,0,3,2,0,0,1,2,0,1,0,0,1,2,2,1,1,5,5,11,20,16,10,12,26,12,16,8,9,9,12,13,9,3,5,7,13,11,10,8,7,6,15,7,5,5,3,2,1,1,1,1,1,0,0,1,0,0,0,0,1,0,3,0,2,0,0,0,1,1,0,4,3,13,8,,,,,,,,
FRD21,,,,,,,,,,,,2,1,12,20,17,12,3,5,4,0,4,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,2,4,5,2,8,12,12,14,24,18,15,9,10,7,13,9,11,14,9,13,6,8,15,13,9,11,13,16,16,19,11,18,8,11,12,4,5,2,5,5,4,0,1,1,0,0,0,0,0,2,3,1,0,2,0,0,1,4,4,3,3,4,5,,,,,,,,
FRD22,,,,,,,,,,,,4,15,38,35,25,21,16,5,7,7,2,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,3,6,8,10,9,28,56,58,67,52,44,47,34,29,37,35,30,34,55,49,45,53,43,23,31,27,33,46,53,46,38,45,49,32,23,29,15,12,8,4,8,8,1,2,3,7,4,5,10,4,18,7,5,5,6,1,6,4,0,5,2,7,6,4,,,,,,,,
FRE11,,,,,,,,,,,,8,32,103,113,102,48,36,49,37,24,21,20,7,9,6,2,30,5,6,5,2,4,3,3,4,9,5,13,15,24,40,90,100,184,134,116,114,98,91,80,108,62,69,62,70,70,86,69,115,74,115,111,95,94,96,116,87,97,98,111,61,53,42,45,28,18,12,10,13,7,10,7,18,3,16,14,20,20,15,12,11,6,7,11,10,14,6,15,13,14,,,,,,,,
FRE12,,,,,,,,,,,,1,12,33,57,48,55,25,12,26,9,7,15,5,0,2,2,3,3,1,3,1,2,0,1,1,1,3,10,8,12,11,16,33,68,66,63,68,62,48,56,36,27,39,33,52,35,38,31,38,53,53,74,76,80,73,48,77,43,44,33,38,27,21,10,6,6,5,1,2,1,6,23,1,3,1,4,1,0,4,2,1,4,1,2,1,4,5,3,5,1,,,,,,,,
FRE21,,,,,,,,,,,,17,14,58,42,27,30,16,16,18,6,9,3,3,2,2,0,4,0,2,1,1,4,2,2,0,0,1,1,0,1,5,10,14,17,13,20,20,16,29,19,48,21,33,28,40,44,42,23,24,21,30,16,34,17,31,28,29,37,34,18,20,13,10,4,7,5,2,0,2,1,2,0,1,0,1,5,2,4,3,1,5,4,5,3,3,1,2,2,6,9,,,,,,,,
FRE22,,,,,,,,,,,,13,63,69,63,51,44,28,20,15,11,8,3,3,8,2,2,2,3,0,2,2,1,1,1,1,0,0,5,6,7,6,6,11,22,22,22,18,22,17,28,17,24,21,28,41,48,55,32,37,21,21,22,25,22,37,47,39,53,36,31,25,21,28,20,7,6,3,5,2,0,2,1,3,1,3,3,2,8,3,16,2,2,0,1,0,3,3,7,19,10,,,,,,,,
FRE23,,,,,,,,,,,,7,23,46,45,26,20,14,14,8,4,9,1,1,3,0,1,4,1,3,2,0,0,0,0,1,2,1,3,0,4,5,7,15,16,19,14,14,10,25,21,17,21,43,11,27,16,21,37,32,27,33,18,15,20,33,38,13,22,23,19,17,16,10,9,2,5,1,3,0,1,6,15,2,0,1,5,3,3,0,1,2,1,0,1,0,1,1,0,1,1,,,,,,,,
FRF11,,,,,,,,,,,,23,97,142,75,77,60,53,29,27,21,15,7,9,6,4,2,2,2,1,7,1,1,3,12,6,8,2,1,5,2,3,5,20,21,35,31,43,37,52,36,32,29,29,33,56,47,55,37,32,28,23,25,16,32,21,35,25,43,20,35,22,10,12,6,15,3,10,6,2,1,7,0,5,6,6,5,10,3,4,8,1,4,1,1,2,4,0,7,7,9,,,,,,,,
FRF12,,,,,,,,,,,,62,212,160,118,46,30,32,26,31,17,14,15,3,4,7,12,1,5,1,0,1,2,0,2,3,4,3,1,3,1,0,4,7,7,14,25,11,22,31,19,30,33,43,32,46,57,29,40,34,19,17,12,12,11,13,15,15,20,14,8,13,2,6,5,5,2,3,0,3,3,3,1,0,4,2,2,5,1,4,16,3,5,0,4,1,3,3,2,7,6,,,,,,,,
FRF21,,,,,,,,,,,,0,0,4,13,18,8,13,5,5,3,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,4,9,20,17,20,22,13,14,13,14,11,16,15,7,11,6,4,2,7,6,4,5,8,6,6,10,9,10,4,7,1,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,1,0,1,3,1,0,,,,,,,,
FRF22,,,,,,,,,,,,0,7,27,27,15,27,9,8,4,4,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,8,16,13,20,14,12,9,5,12,15,7,1,4,7,4,6,7,9,5,11,16,7,9,13,12,18,15,4,2,4,3,6,0,3,2,1,1,0,0,0,0,1,2,1,1,2,1,0,2,1,0,0,1,1,0,2,1,2,,,,,,,,
FRF23,,,,,,,,,,,,2,23,44,67,38,26,15,14,14,8,4,4,4,3,2,0,0,1,1,0,2,0,1,3,3,0,4,1,4,3,4,9,4,7,14,24,17,23,8,19,25,27,36,34,36,43,34,31,18,15,7,14,16,19,16,16,13,14,24,13,14,5,8,5,1,3,0,5,1,0,1,2,2,1,2,0,0,0,1,7,1,1,0,3,4,2,1,1,2,5,,,,,,,,
FRF24,,,,,,,,,,,,3,4,17,19,7,6,3,9,4,6,2,5,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,1,3,9,12,7,18,9,11,13,16,12,10,7,12,12,4,10,10,7,11,2,4,4,13,5,12,13,7,9,6,1,1,2,0,0,2,2,0,0,1,0,0,0,2,0,1,5,1,1,0,1,1,0,0,1,0,2,2,1,,,,,,,,
FRF31,,,,,,,,,,,,11,26,67,65,51,27,39,21,19,8,4,9,8,0,1,3,1,1,0,0,1,3,1,0,2,4,2,2,7,3,2,6,17,17,35,29,26,25,37,46,42,34,30,40,44,38,28,29,20,15,25,24,22,27,26,23,28,21,26,12,15,8,12,7,2,2,3,0,0,0,0,0,0,2,4,1,4,3,2,4,3,0,4,0,0,0,0,0,4,5,,,,,,,,
FRF32,,,,,,,,,,,,1,13,14,21,19,15,5,6,12,3,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,8,6,7,5,13,7,17,21,27,11,13,11,13,9,3,4,3,6,5,10,15,9,9,3,6,6,10,5,3,3,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,1,1,2,,,,,,,,
FRF33,,,,,,,,,,,,16,131,174,143,89,57,51,31,55,27,10,14,8,7,3,4,1,3,3,5,1,6,1,2,1,11,2,1,1,3,6,12,18,30,48,50,65,55,59,56,48,68,59,45,67,50,55,69,47,56,68,62,63,64,45,55,37,36,37,31,26,21,8,11,6,3,1,1,2,2,2,0,3,1,5,8,6,7,5,19,7,2,3,3,2,4,1,4,6,12,,,,,,,,
FRF34,,,,,,,,,,,,14,50,45,47,39,22,12,11,4,3,2,4,1,3,0,0,0,2,3,0,0,0,0,1,0,0,0,1,0,1,0,2,8,15,19,22,30,27,36,36,36,31,30,17,16,12,15,20,18,13,16,11,12,18,18,26,23,15,14,5,8,2,7,6,2,1,2,1,0,0,0,1,1,0,5,0,3,2,2,3,0,1,0,0,0,0,1,1,2,2,,,,,,,,
FRG01,,,,,,,,,,,,1,21,22,19,31,20,13,8,5,3,2,6,4,1,1,2,0,0,4,0,0,2,2,2,1,1,3,1,4,7,7,9,9,32,42,31,29,16,11,10,19,18,12,20,27,22,30,35,20,15,15,24,24,15,29,21,19,21,19,17,9,6,7,5,3,3,3,1,2,1,1,1,5,2,10,5,6,3,6,3,2,0,4,2,2,3,7,7,2,10,,,,,,,,
FRG02,,,,,,,,,,,,2,8,23,20,22,19,7,11,7,11,3,2,3,2,1,0,0,0,0,0,0,1,0,1,1,2,0,0,2,3,7,7,23,34,26,21,26,15,15,22,20,25,24,19,25,25,21,21,11,9,17,13,12,20,18,14,15,13,18,5,6,2,3,2,3,1,1,2,0,0,0,3,0,0,4,3,0,1,1,2,0,3,1,2,2,9,14,8,17,9,,,,,,,,
FRG03,,,,,,,,,,,,0,5,6,7,8,1,7,1,5,3,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,3,3,10,14,9,14,9,14,12,12,13,7,10,12,12,5,5,6,6,8,2,3,7,9,5,2,2,1,1,2,1,3,0,4,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,1,1,4,3,3,3,0,1,2,,,,,,,,
FRG04,,,,,,,,,,,,0,5,14,8,11,10,9,11,5,3,3,4,0,1,0,0,0,0,0,0,1,1,2,0,1,2,2,2,0,4,1,2,7,12,11,11,14,17,34,21,30,19,20,26,18,30,17,23,15,19,15,5,15,3,9,8,8,15,16,19,10,12,7,10,2,2,6,1,0,0,0,2,0,2,0,0,1,0,0,0,1,0,2,0,2,2,5,4,2,4,,,,,,,,
